IA_p,IB_p,IC_p,IA_m,IB_m,IC_m,Rs_A,Rs_B,Rs_C,Ls,state
0.7171,1.0855,1.2218,-0.6892,-0.5746,-0.8485,0,0,0,0,5
0.4062,0.8962,0.6541,-0.6094,-0.9007,-0.8303,3.3028,2.1788,3.3654,0.0134,2
0.4062,0.8962,0.5174,-0.7656,-0.8811,-0.5959,3.0942,1.8534,3.1532,0.0144,2
0.8343,1.1441,1.007,-0.6501,-0.8871,-0.8095,0,0,0,0,5
0.4062,0.486,0.5564,-0.5508,-0.5296,-0.5569,3.5885,3.5622,3.6467,0.0182,0
0.7969,0.5251,0.5955,-1,-0.5296,-0.5373,2.0915,3.2715,3.3435,0.0148,1
0.4258,0.9548,0.4783,-0.7852,-1.1155,-0.5959,3.3109,2.178,3.4035,0.0134,2
0.5625,0.9157,0.576,-0.6875,-0.9397,-0.6545,3.1464,1.8229,3.2125,0.0126,2
0.7773,0.6814,0.5369,-0.961,-0.6077,-0.674,2.1063,3.3036,3.3635,0.0136,1
0.914,0.6814,0.576,-0.9414,-0.51,-0.7522,2.2433,3.4401,3.5483,0.0161,1
1.0882,0.8121,1.1632,-0.8064,-0.6723,-0.7899,0,0,0,0,6
0.6975,1.0465,1.007,-0.611,-0.6527,-0.9266,0,0,0,0,5
1.1468,1.3004,0.5577,-0.5329,-0.477,-1.1024,0,0,0,0,4
0.9336,0.447,0.615,-0.8438,-0.803,-0.7326,2.2739,3.4809,3.5263,0.0161,1
1.1858,0.8902,1.1632,-0.7282,-0.5551,-0.868,0,0,0,0,6
0.8359,0.6618,0.5369,-0.9024,-0.5882,-0.6936,2.0649,3.2399,3.2756,0.0132,1
0.8164,0.7595,0.3025,-1.0391,-0.6077,-0.5569,2.0802,3.2639,3.3074,0.0146,1
0.8945,0.5642,0.4588,-1,-0.5686,-0.5959,2.2788,3.2963,3.314,0.016,1
1.264,1.1441,0.8116,-0.572,-0.7309,-0.9071,0,0,0,0,4
0.875,0.6618,0.4392,-0.961,-0.6077,-0.7326,2.0875,3.253,3.3275,0.0135,1
1.1468,1.1637,0.7921,-0.611,-0.7504,-0.8485,0,0,0,0,4
0.8945,0.6228,0.615,-0.9805,-0.51,-0.674,2.0969,3.25,3.3459,0.0131,1
0.8945,0.6032,0.576,-0.9414,-0.6663,-0.5764,1.9427,3.204,3.2371,0.0129,1
0.4844,0.9353,0.6541,-0.707,-0.9397,-0.6936,3.1839,2.0476,3.2209,0.0148,2
0.8147,1.0074,1.2218,-0.7282,-0.7309,-0.8485,0,0,0,0,5
0.4258,0.5056,0.4783,-0.6289,-0.7444,-0.5569,3.6191,3.5966,3.6494,0.0184,0
0.5039,0.9157,0.6541,-0.6485,-1.1155,-0.4983,3.2796,2.1529,3.361,0.0153,2
0.8555,0.5446,0.5564,-0.8828,-0.6663,-0.5569,2.3019,3.3715,3.402,0.0142,1
0.8945,0.5837,0.4002,-0.9219,-0.7835,-0.6936,2.1002,3.276,3.3144,0.0145,1
0.8164,0.4665,0.6541,-0.9024,-0.5882,-0.5373,2.1019,3.2823,3.3074,0.0161,1
0.8359,0.486,0.4392,-1.0195,-0.6663,-0.7131,2.2531,3.4763,3.5463,0.0135,1
0.5234,0.5446,0.9471,-0.7852,-0.51,-0.8889,3.0036,3.0409,1.7682,0.0134,3
0.3867,0.5642,0.9666,-0.6485,-0.5686,-0.9279,3.1432,3.142,1.915,0.0139,3
0.4648,0.5446,0.4783,-0.7852,-0.3538,-0.4983,3.6297,3.6217,3.6806,0.0181,0
0.9336,0.4665,0.5369,-0.8438,-0.764,-0.674,2.306,3.3326,3.3639,0.0155,1
0.4844,0.5837,0.5955,-0.5703,-0.5686,-0.674,3.5829,3.5908,3.7161,0.0181,0
0.2695,0.7009,0.6346,-0.6485,-0.803,-0.6936,3.2185,2.1184,3.2918,0.0129,2
0.543,0.7985,0.6931,-0.6094,-0.803,-0.6154,3.2536,2.1357,3.3479,0.0154,2
0.8945,0.5837,0.6541,-0.9024,-0.5882,-0.7131,2.2433,3.473,3.5056,0.0136,1
0.2695,0.5056,0.5174,-0.7852,-0.471,-0.5959,3.616,3.6148,3.6618,0.018,0
0.4844,0.5837,0.5955,-0.6875,-0.5882,-0.9084,3.0868,3.111,1.815,0.0132,3
0.4062,0.4665,0.5955,-0.5508,-0.4515,-0.4983,3.6271,3.6391,3.7001,0.0187,0
0.4844,0.74,0.615,-0.6875,-0.9593,-0.6545,3.2375,2.0476,3.2912,0.0141,2
0.543,0.4275,0.9275,-0.5508,-0.4124,-0.9084,3.2057,3.1982,2.2035,0.0135,3
1.1663,1.2418,0.8116,-0.5134,-0.6332,-0.9657,0,0,0,0,4
0.4648,0.8571,0.4002,-0.7461,-0.9202,-0.6936,3.3643,2.2135,3.4448,0.0141,2
0.4453,0.6228,0.9275,-0.6094,-0.5296,-0.8889,3.4451,3.4509,2.2669,0.0124,3
0.4453,0.8962,0.615,-0.668,-0.9397,-0.635,3.3282,2.1684,3.4006,0.0123,2
0.4844,0.7204,0.4978,-0.6875,-0.9788,-0.5373,3.2097,2.054,3.2686,0.0122,2
0.8538,1.1637,0.9874,-0.7478,-0.8481,-0.9657,0,0,0,0,5
0.5234,0.8571,0.5564,-0.6485,-0.8421,-0.6545,3.3677,2.2024,3.4463,0.0134,2
1.2444,1.2809,0.714,-0.4743,-0.6527,-0.9266,0,0,0,0,4
0.4648,0.7595,0.5369,-0.668,-0.9397,-0.6545,3.2118,2.051,3.2945,0.0145,2
0.9726,0.6618,0.6931,-1.0195,-0.9983,-0.635,1.8293,3.155,3.2211,0.0154,1
0.5039,0.6618,0.615,-0.6875,-0.8225,-0.5959,3.2149,2.1112,3.2586,0.0135,2
0.3867,0.5642,0.8299,-0.7266,-0.4515,-1.0256,3.1807,3.1944,2.0709,0.0132,3
0.3086,0.5056,0.908,-0.668,-0.5686,-0.8303,3.1646,3.1929,2.2207,0.0135,3
0.3867,0.6618,0.615,-0.6289,-1.0179,-0.5959,3.2903,2.2888,3.39,0.014,2
0.7187,0.5446,0.6541,-0.9805,-0.5296,-0.6545,2.2375,3.4242,3.4799,0.0161,1
0.5039,0.8767,0.6346,-0.6485,-0.8421,-0.5764,3.2028,2.0402,3.2375,0.0125,2
0.8945,0.6228,0.5369,-1.0391,-0.7054,-0.5373,1.8278,3.1856,3.22,0.0157,1
0.8164,0.4665,0.5174,-0.8828,-0.6077,-0.5764,2.2285,3.4053,3.4835,0.0162,1
0.4453,0.5837,0.9666,-0.707,-0.51,-0.8498,3.0115,3.0481,1.7701,0.0115,3
0.5234,0.486,0.9275,-0.5313,-0.5296,-0.8694,3.072,3.0701,2.0136,0.0127,3
1.1858,0.7535,1.1632,-0.8064,-0.7504,-0.9657,0,0,0,0,6
1.1663,0.8121,1.1827,-0.7478,-0.7504,-0.9071,0,0,0,0,6
0.4844,0.5837,0.9471,-0.6289,-0.51,-0.9279,3.0766,3.0806,1.8164,0.0113,3
0.914,0.6618,0.4978,-1.0586,-0.6663,-0.5959,1.9194,3.2215,3.2461,0.0135,1
1.0296,1.2223,0.6749,-0.5525,-0.6332,-0.9266,0,0,0,0,4
0.8359,0.5056,0.4392,-1.0195,-0.803,-0.6545,1.9437,3.2301,3.2615,0.0133,1
0.6194,1.1441,1.1437,-0.6306,-0.5746,-0.7313,0,0,0,0,5
0.4844,0.5446,0.5369,-0.6485,-0.51,-0.4787,3.612,3.6374,3.6558,0.0184,0
0.543,0.8181,0.5564,-0.707,-1.096,-0.6154,3.2289,2.0538,3.2744,0.013,2
0.3086,0.5056,0.8494,-0.7461,-0.5296,-1.1037,3.1816,3.1902,2.0603,0.0119,3
0.4648,0.8571,0.5564,-0.6875,-0.9983,-0.5373,3.2482,2.0596,3.3297,0.0118,2
0.8359,0.4665,0.4783,-0.9805,-0.5686,-0.5959,2.2305,3.4021,3.4358,0.0152,1
0.543,0.7009,0.5369,-0.7656,-0.8225,-0.5764,3.3191,2.1777,3.393,0.015,2
0.4453,0.3884,0.8689,-0.668,-0.6663,-0.8694,3.4668,3.4784,2.2922,0.0123,3
0.6015,0.5642,1.0642,-0.707,-0.6272,-0.8889,3.1204,3.1394,1.8877,0.0141,3
0.4453,0.5251,0.615,-0.6094,-0.4905,-0.8303,3.4695,3.498,2.2758,0.0137,3
0.289,0.486,0.4392,-0.6289,-0.4515,-0.6545,3.6106,3.6218,3.6491,0.0186,0
0.3672,0.4665,0.5369,-0.707,-0.5296,-0.5373,3.6421,3.6161,3.6697,0.0188,0
0.7171,1.1637,1.2218,-0.6306,-0.6137,-0.8485,0,0,0,0,5
1.1468,0.773,1.2218,-0.7087,-0.6918,-0.7313,0,0,0,0,6
0.7366,1.0074,1.2413,-0.7282,-0.7113,-0.9266,0,0,0,0,5
0.7578,0.6423,0.4002,-0.9805,-0.6468,-0.5764,2.0518,3.2474,3.2632,0.0142,1
0.4062,0.6423,0.4783,-0.6289,-0.5296,-0.5178,3.6178,3.6137,3.6494,0.0183,0
0.3476,0.447,0.8885,-0.6875,-0.5686,-0.8889,3.1333,3.1313,2.0513,0.0125,3
0.4062,0.4079,0.6541,-0.9024,-0.5882,-0.967,3.2373,3.2686,2.2621,0.0152,3
0.5039,0.5056,0.8885,-0.7656,-0.5882,-1.0647,3.1373,3.1483,1.9108,0.0116,3
0.875,0.6618,0.4978,-0.9219,-0.5491,-0.4983,2.3107,3.3746,3.3828,0.0161,1
1.01,1.2223,0.714,-0.5525,-0.5746,-0.829,0,0,0,0,4
0.7187,0.6618,0.5174,-1.293,-0.4515,-0.6545,2.0821,3.2198,3.2842,0.0157,1
0.7561,0.9098,1.1827,-0.611,-0.9262,-0.8095,0,0,0,0,5
0.3281,0.8767,0.615,-0.6094,-0.9983,-0.5764,3.1819,2.0467,3.2696,0.0147,2
0.8555,0.5642,0.576,-1.0586,-0.471,-0.6545,2.0755,3.2941,3.3442,0.0148,1
0.4258,0.9353,0.6541,-0.6485,-0.9788,-0.5959,3.139,1.8205,3.2144,0.0124,2
0.4258,0.5837,0.8494,-0.5899,-0.4319,-0.967,3.1535,3.1576,2.0563,0.0148,3
0.7969,0.486,0.3611,-0.9805,-0.4905,-0.6545,2.0842,3.2264,3.2779,0.0159,1
0.9922,0.5446,0.5955,-0.9024,-0.6272,-0.5959,2.0869,3.296,3.3448,0.0163,1
0.875,0.6228,0.4588,-1,-0.471,-0.5569,2.2336,3.4298,3.4926,0.0165,1
0.971,1.2418,0.8116,-0.6306,-0.6137,-0.9266,0,0,0,0,4
0.4844,0.74,0.5955,-0.6485,-0.8811,-0.635,3.1943,2.0853,3.2365,0.0148,2
0.582,0.8181,0.4783,-0.707,-0.9788,-0.635,3.3029,2.1635,3.3829,0.0151,2
1.2054,0.8121,1.2023,-0.6892,-0.6527,-0.8485,0,0,0,0,6
1.1272,0.734,1.2218,-0.5915,-0.6137,-0.7899,0,0,0,0,6
0.8147,1.0269,1.1046,-0.7478,-0.6918,-0.9657,0,0,0,0,5
0.582,0.4275,0.8299,-0.6875,-0.4905,-0.8498,3.2217,3.2418,2.2359,0.0129,3
0.8343,1.1441,1.2609,-0.6501,-0.6137,-0.8095,0,0,0,0,5
0.5039,0.4275,0.9275,-0.6875,-0.6663,-0.8889,3.1755,3.194,2.0511,0.0133,3
0.3476,0.5446,1.0056,-0.7266,-0.5686,-1.0061,3.0716,3.0681,1.7969,0.0126,3
0.4062,0.7985,0.4588,-0.7852,-0.8616,-0.5373,3.3215,2.2903,3.3382,0.0156,2
0.4844,0.4275,0.7908,-0.707,-0.6468,-0.967,3.1658,3.1819,2.0756,0.0119,3
0.6975,1.1637,1.1827,-0.7087,-0.7309,-0.9852,0,0,0,0,5
0.4258,0.447,0.908,-0.668,-0.5296,-1.0256,3.0918,3.0841,1.8084,0.0117,3
0.5234,0.5056,1.0056,-0.7852,-0.4515,-0.967,3.0819,3.0897,1.8013,0.0134,3
0.4258,0.5446,0.4588,-0.6875,-0.5491,-0.4592,3.653,3.6272,3.6883,0.0182,0
0.3672,1.0915,0.4392,-0.6875,-0.9593,-0.5959,3.2045,2.0446,3.2511,0.0152,2
0.3867,0.4079,0.4588,-0.5508,-0.5491,-0.6154,3.6503,3.6296,3.6629,0.0182,0
0.3867,0.8767,0.6736,-0.707,-0.9202,-0.7326,3.2056,2.052,3.285,0.0128,2
1.2444,0.7926,1.1632,-0.5915,-0.7699,-0.8485,0,0,0,0,6
0.4258,0.2517,0.8299,-0.7656,-0.6858,-1.0061,3.4616,3.4668,2.2513,0.0131,3
0.582,0.8767,0.615,-0.5313,-1.0179,-0.5373,3.3166,2.1848,3.4027,0.0123,2
0.4844,0.5642,0.4392,-0.6875,-0.51,-0.4787,3.582,3.6096,3.6489,0.0183,0
0.8164,0.7204,0.576,-1.1172,-0.5686,-0.7131,2.0838,3.2575,3.3139,0.0148,1
0.3281,0.9743,0.5369,-0.7266,-1.0374,-0.6545,3.0637,1.772,3.1325,0.0142,2
0.6015,0.5837,0.908,-0.6094,-0.6858,-0.8694,3.0822,3.0964,1.8283,0.0136,3
1.0882,1.3004,0.6945,-0.572,-0.6918,-0.9852,0,0,0,0,4
0.4844,0.8571,0.7127,-0.6094,-0.9788,-0.8108,3.1753,1.8992,3.2334,0.0136,2
0.3476,0.5642,0.576,-0.6289,-0.5686,-0.7717,3.5959,3.5995,3.6365,0.0183,0
0.3476,0.8181,0.5564,-0.6485,-0.9397,-0.6545,3.2622,2.1276,3.3201,0.0143,2
0.4648,0.6814,0.615,-0.6485,-0.9202,-0.674,3.2108,2.2476,3.2917,0.0142,2
0.3476,0.3493,0.5174,-0.7461,-0.3929,-0.5959,3.6201,3.6074,3.6376,0.0182,0
0.4648,0.7204,0.6346,-0.6485,-0.9202,-0.6545,3.1447,2.0717,3.2096,0.0123,2
0.7578,0.5251,0.4197,-0.8438,-0.5882,-0.674,2.2242,3.4363,3.4657,0.0145,1
0.3867,0.447,0.8299,-0.668,-0.5296,-0.967,3.4194,3.4403,2.2548,0.0145,3
0.9336,0.5642,0.5369,-1.0195,-0.5296,-0.7326,2.0741,3.2409,3.2967,0.016,1
0.5234,0.7985,0.576,-0.8828,-1.1155,-0.6936,3.1678,2.046,3.2468,0.0145,2
0.8164,0.5837,0.5564,-1.0195,-0.5686,-0.635,2.2976,3.362,3.3624,0.0141,1
0.4648,0.7595,0.5955,-0.6485,-0.8421,-0.6936,3.2236,2.0599,3.2735,0.0122,2
0.4258,0.5056,0.908,-0.6875,-0.6468,-0.8498,3.1341,3.133,2.1754,0.0128,3
0.4648,0.5837,0.5564,-0.5117,-0.51,-0.5764,3.6024,3.5849,3.6507,0.0182,0
0.5039,0.8767,0.6736,-0.6485,-0.9593,-0.5959,3.126,1.868,3.1727,0.013,2
0.4648,0.5446,0.5369,-0.6289,-0.471,-0.5764,3.4961,3.5166,3.5377,0.0182,0
0.5625,0.6228,0.8689,-0.6094,-0.5882,-0.8889,3.1755,3.194,2.0511,0.0133,3
0.543,0.8181,0.7127,-0.6485,-1.1155,-0.5764,3.2117,2.0606,3.2821,0.0142,2
0.5039,0.74,0.5174,-0.8242,-0.8421,-0.5373,3.1962,2.0521,3.2704,0.0152,2
0.4648,0.6228,0.4978,-0.6094,-0.4515,-0.4592,3.5647,3.5653,3.6009,0.0191,0
1.2444,0.734,1.1241,-0.6306,-0.7895,-0.8485,0,0,0,0,6
1.01,1.1637,0.7335,-0.5329,-0.6137,-0.9266,0,0,0,0,4
0.5234,0.4665,0.8494,-0.668,-0.5882,-0.8108,3.165,3.2005,2.2288,0.0149,3
0.8164,0.6814,0.4392,-1.0195,-0.7054,-0.5764,1.8534,3.2157,3.2522,0.0157,1
0.7969,0.6228,0.5369,-0.9414,-0.6077,-0.6936,2.26,3.4508,3.4916,0.0142,1
0.4453,0.9157,0.576,-0.6485,-0.9007,-0.674,3.1201,1.809,3.2116,0.0136,2
0.8359,0.6228,0.4392,-0.9024,-0.6468,-0.5373,2.0842,3.3205,3.323,0.0149,1
0.5234,0.8571,0.615,-0.8242,-0.9397,-0.6936,3.3501,2.1873,3.435,0.0122,2
0.6992,0.5446,0.5955,-0.961,-0.7054,-0.5959,2.243,3.4321,3.486,0.0138,1
0.8555,0.6032,0.4392,-0.9219,-0.6858,-0.7717,2.2257,3.3996,3.4571,0.0138,1
0.8164,0.5837,0.4978,-0.9024,-0.6077,-0.5569,1.8278,3.1597,3.184,0.013,1
0.543,0.74,0.5564,-0.7656,-0.9202,-0.8108,3.1968,2.0597,3.2586,0.0147,2
0.3867,0.9548,0.576,-0.707,-0.8225,-0.5569,3.3515,2.1913,3.4271,0.0122,2
0.543,0.447,0.9471,-0.5899,-0.5491,-0.8694,3.4445,3.4561,2.2671,0.0144,3
0.4648,0.6032,0.9666,-0.6485,-0.5686,-0.8498,3.4535,3.4601,2.2638,0.0126,3
0.4062,0.4665,1.0056,-0.6485,-0.4905,-0.9279,3.0666,3.0933,1.7961,0.0131,3
0.7757,1.0074,1.2999,-0.8064,-0.8285,-0.9266,0,0,0,0,5
0.8164,0.6228,0.4392,-0.8828,-0.5882,-0.635,2.26,3.4541,3.4916,0.0142,1
0.5039,0.5642,0.5369,-0.5899,-0.5882,-0.6936,3.6035,3.6088,3.6465,0.0183,0
0.5039,0.447,0.9275,-0.6875,-0.5882,-0.967,3.1889,3.1859,2.0751,0.0137,3
0.3867,0.8962,0.5564,-0.668,-0.9397,-0.5764,3.2375,2.0606,3.2964,0.0122,2
0.8164,0.3884,0.5564,-0.8633,-0.471,-0.674,2.2414,3.4358,3.5047,0.0135,1
0.5039,0.74,0.5955,-0.6289,-0.9202,-0.7131,3.1364,1.8915,3.1768,0.0113,2
0.3476,0.5837,0.908,-0.6094,-0.5491,-0.8889,3.4743,3.4799,2.2611,0.0131,3
0.9515,1.2027,0.8116,-0.6306,-0.809,-1.0243,0,0,0,0,4
0.289,0.6228,0.7713,-0.6485,-0.6858,-0.8694,3.25,3.2588,2.2495,0.0129,3
0.7773,0.5056,0.5369,-0.9414,-0.7835,-0.5764,2.2076,3.3911,3.4198,0.0136,1
0.3086,0.486,0.8299,-0.6094,-0.5491,-0.8303,3.2612,3.2541,2.27,0.015,3
0.4258,0.8571,0.6541,-0.8242,-0.8616,-0.5959,3.1617,2.094,3.231,0.0122,2
0.4062,0.4079,0.8885,-0.8242,-0.5491,-1.0647,3.1509,3.15,2.0444,0.0118,3
0.543,0.9548,0.6346,-0.668,-0.8811,-0.5373,3.1475,1.8917,3.1914,0.0147,2
0.4453,0.486,0.4783,-0.5508,-0.6077,-0.5959,3.632,3.6558,3.6686,0.0187,0
0.875,0.5642,0.4392,-1.0977,-0.764,-0.8498,2.3203,3.3406,3.3812,0.0161,1
0.4062,0.9939,0.5955,-0.707,-0.9202,-0.6545,3.2699,2.1449,3.3444,0.014,2
0.7187,0.5837,0.4783,-1.0391,-0.6663,-0.635,2.2896,3.3099,3.3462,0.0155,1
0.4648,1.0134,0.615,-0.7266,-1.0569,-0.7131,3.1035,1.8787,3.185,0.0133,2
1.2054,0.8707,0.9874,-0.611,-0.6527,-0.8485,0,0,0,0,6
0.7969,0.6032,0.4197,-1.0977,-0.7054,-0.7326,2.2429,3.4368,3.5271,0.0159,1
0.4062,0.7985,0.5174,-0.6094,-0.8421,-0.6154,3.2727,2.2835,3.3341,0.0136,2
0.8359,0.486,0.5564,-1.2735,-0.4905,-0.6545,2.0842,3.2264,3.2779,0.0159,1
0.4648,0.486,0.5174,-0.5703,-0.5882,-0.4201,3.5939,3.6172,3.681,0.0186,0
0.875,0.6228,0.5564,-0.9805,-0.7249,-0.7131,2.2381,3.4349,3.4604,0.014,1
0.8147,1.2027,1.0851,-0.6501,-0.6527,-0.8095,0,0,0,0,5
0.3867,0.9353,0.5564,-0.5508,-1.0569,-0.6936,3.3629,2.1832,3.4193,0.0133,2
0.4844,0.8767,0.5955,-0.707,-0.9397,-0.5373,3.137,1.825,3.2071,0.0138,2
1.2054,0.6949,1.1827,-0.6892,-0.7699,-0.7899,0,0,0,0,6
0.8555,0.6423,0.4588,-0.8438,-0.6468,-0.7131,2.2687,3.2622,3.3003,0.0156,1
0.9336,0.5837,0.5564,-0.9219,-0.6858,-0.5764,2.0905,3.2717,3.2818,0.0138,1
0.5625,0.6618,0.9275,-0.668,-0.6077,-0.9084,3.1705,3.1694,2.0608,0.0126,3
0.4648,0.7985,0.5369,-0.7266,-0.9788,-0.5959,3.2207,2.0646,3.2697,0.0128,2
0.5234,0.5251,0.8103,-0.6289,-0.7249,-0.8694,3.1842,3.1935,2.1003,0.0128,3
0.2305,0.8376,0.5955,-0.668,-0.9788,-0.5764,3.2085,2.0386,3.242,0.0122,2
0.875,0.5837,0.5955,-1,-0.5491,-0.5959,1.8635,3.206,3.228,0.0125,1
0.4453,0.8376,0.4783,-0.7266,-0.803,-0.635,3.3143,2.1732,3.3637,0.0123,2
0.25,0.7985,0.615,-0.7852,-0.803,-0.7717,3.3089,2.2817,3.3701,0.0145,2
0.7773,0.6032,0.5174,-0.9805,-0.5882,-0.6545,2.0744,3.2716,3.3453,0.0158,1
0.5234,0.3493,0.5564,-0.5508,-0.5296,-0.4787,3.5812,3.5655,3.6064,0.0184,0
0.4844,0.8767,0.4392,-0.8242,-0.8616,-0.5569,3.2896,2.2859,3.3458,0.0139,2
1.1858,1.2613,0.8116,-0.5915,-0.5551,-1.0048,0,0,0,0,4
0.4258,0.9157,0.576,-0.8047,-0.764,-0.5569,3.2528,2.2621,3.3587,0.014,2
0.4648,0.5251,0.4783,-0.5508,-0.5491,-0.4592,3.6342,3.6279,3.6662,0.0181,0
0.3281,0.6032,0.908,-0.5703,-0.471,-0.9475,3.1552,3.1567,2.0658,0.0138,3
0.875,0.5642,0.5955,-0.961,-0.5882,-0.6936,2.2181,3.4093,3.4388,0.0134,1
0.543,0.6814,0.4588,-0.6094,-1.0569,-0.5569,3.3015,2.2842,3.3689,0.0141,2
0.5625,0.447,0.8885,-0.5703,-0.5686,-0.967,3.0382,3.0626,1.7871,0.0144,3
0.4258,0.3493,0.9275,-0.8633,-0.5686,-0.9084,3.0711,3.1005,1.8157,0.0115,3
1.2444,0.8121,1.1437,-0.6306,-0.7309,-0.9071,0,0,0,0,6
0.5039,0.486,0.8689,-0.6875,-0.4905,-0.9279,3.081,3.1149,1.898,0.0119,3
0.4844,0.8962,0.615,-0.7461,-0.9788,-0.635,3.2538,2.0632,3.3154,0.0123,2
0.4844,0.5446,0.5369,-0.6289,-0.4319,-0.4592,3.5529,3.5328,3.6089,0.0183,0
0.4844,0.8571,0.6541,-0.7266,-0.9397,-0.5373,3.1479,1.9069,3.2081,0.0133,2
0.8945,0.5446,0.5369,-0.8438,-0.6663,-0.6154,2.2402,3.4505,3.5074,0.0139,1
1.2444,0.9293,1.2023,-0.7087,-0.6137,-0.9657,0,0,0,0,6
0.582,0.8767,0.5564,-0.668,-0.9202,-0.4983,3.1518,1.8176,3.1832,0.0146,2
0.3476,0.5837,0.4978,-0.5703,-0.7444,-0.635,3.5595,3.5708,3.5797,0.0186,0
0.8164,0.5642,0.5955,-0.9414,-0.6858,-0.5569,2.2935,3.3051,3.3619,0.0147,1
0.5039,0.8376,0.6541,-0.6094,-0.8225,-0.635,3.2634,2.2417,3.3226,0.0148,2
0.4648,1.0134,0.615,-0.7266,-1.0569,-0.7326,3.1043,1.8692,3.1514,0.0141,2
0.9336,0.6228,0.5955,-0.9024,-0.51,-0.674,1.9339,3.2074,3.254,0.0144,1
0.8164,0.4079,0.615,-0.8633,-0.5491,-0.7717,2.2703,3.4624,3.5128,0.014,1
0.8359,0.6032,0.576,-0.961,-0.6272,-0.5764,2.2426,3.4299,3.461,0.0157,1
0.8164,0.4275,0.4978,-1.1172,-0.6272,-0.5764,2.09,3.2518,3.2997,0.016,1
0.4844,0.8376,0.615,-0.6485,-0.8616,-0.4983,3.2914,2.1537,3.3666,0.015,2
0.543,0.8376,0.576,-0.6875,-0.8616,-0.7522,3.2575,2.269,3.3597,0.0155,2
0.4062,0.7985,0.5369,-0.7266,-1.0179,-0.6154,3.2508,2.1377,3.3362,0.0148,2
0.4453,0.5446,0.4783,-0.5899,-0.5686,-0.5178,3.4731,3.4896,3.5284,0.0187,0
0.914,0.6618,0.615,-1.0391,-0.6077,-0.6936,1.9104,3.1903,3.2308,0.0152,1
0.543,0.6423,0.908,-0.6289,-0.51,-0.8694,3.4585,3.4702,2.2751,0.0141,3
0.289,0.9353,0.4783,-0.6289,-1.1546,-0.6545,3.3566,2.1814,3.4122,0.0126,2
0.5234,0.8181,0.6346,-0.7266,-0.8811,-0.6545,3.2379,2.0422,3.2875,0.0141,2
0.4844,0.8767,0.3806,-0.6289,-0.9007,-0.8108,3.2429,2.1271,3.3175,0.0152,2
0.9531,0.3884,0.4197,-1,-0.6077,-0.8498,1.9183,3.2355,3.29,0.0144,1
0.5039,0.8376,0.576,-0.6875,-0.9007,-0.635,3.2273,2.0655,3.2795,0.0124,2
1.1858,0.7144,1.2413,-0.7478,-0.6918,-0.6923,0,0,0,0,6
0.5039,0.8181,0.5955,-0.6875,-0.8811,-0.6154,3.0666,1.7642,3.112,0.0128,2
0.4844,0.6423,1.0056,-0.6094,-0.4905,-0.9279,3.0765,3.1012,1.8057,0.0114,3
0.6797,0.6618,0.5564,-0.9414,-0.5296,-0.7131,2.2059,3.367,3.4167,0.016,1
0.4258,0.6032,0.8689,-0.8828,-0.6858,-1.1037,3.1078,3.13,1.9095,0.0123,3
0.4453,0.9939,0.6541,-0.6485,-1.0179,-0.5959,3.2611,2.1281,3.3087,0.015,2
1.1272,0.8316,1.2023,-0.572,-0.6918,-0.829,0,0,0,0,6
0.4648,0.3689,0.8494,-0.7266,-0.6468,-1.0061,3.0756,3.1142,1.9129,0.0136,3
1.01,1.1051,0.7726,-0.5525,-0.6332,-0.9071,0,0,0,0,4
1.1663,0.734,1.0851,-0.611,-0.7699,-0.8876,0,0,0,0,6
0.4062,0.5837,0.8103,-0.6485,-0.5882,-0.967,3.1473,3.1678,2.1769,0.0137,3
0.8359,0.7009,0.615,-0.9414,-0.5882,-0.8303,2.252,3.4583,3.4939,0.0133,1
0.5625,0.5642,0.8885,-0.8047,-0.5296,-1.0451,3.0883,3.1346,1.8206,0.0114,3
1.0882,1.2418,0.4991,-0.5134,-0.6723,-0.9266,0,0,0,0,4
1.0686,1.2613,0.6945,-0.5134,-0.7113,-0.9657,0,0,0,0,4
0.7952,0.9488,1.007,-0.8454,-1.0043,-1.0829,0,0,0,0,5
0.4844,0.5251,0.576,-0.7461,-0.6077,-0.4592,3.587,3.6066,3.6688,0.0183,0
0.8945,0.5642,0.5564,-1,-0.6858,-0.5959,2.26,3.4792,3.5343,0.0139,1
0.5625,0.9743,0.4588,-0.668,-1.0569,-0.6154,3.1399,1.8917,3.2469,0.0135,2
0.4844,0.6814,0.6931,-0.7461,-0.9007,-0.5764,3.2516,2.0484,3.282,0.0126,2
0.8164,0.6032,0.615,-1.0586,-0.6077,-0.7522,1.9332,3.2454,3.284,0.0125,1
0.543,0.9548,0.6346,-0.7266,-0.9397,-0.5373,3.1503,1.8954,3.2071,0.0132,2
0.4844,0.8571,0.5564,-0.8633,-1.0374,-0.6154,3.103,1.789,3.1437,0.0118,2
0.8359,0.6423,0.576,-0.9414,-0.7249,-0.6545,1.9111,3.1798,3.2357,0.0133,1
0.7969,0.6618,0.4392,-0.8047,-0.7054,-0.674,2.3058,3.3397,3.3721,0.0139,1
0.2305,0.6423,0.4392,-0.6094,-0.5882,-0.4592,3.6045,3.614,3.6622,0.0181,0
0.8359,0.6423,0.5955,-0.961,-0.5686,-0.8108,1.9149,3.1835,3.258,0.015,1
0.5234,0.6423,0.9471,-0.668,-0.4905,-1.0256,3.0549,3.0695,1.7799,0.0127,3
