num,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,sort
7068,1.0624,1.0598,-0.0642,-0.0648,-0.0448,-0.0458,-0.0449,-0.0437,-0.0415,-0.0481,-0.0007,-0.0011,0.0008,0.0004,0.0002,-0.0004,-0.0839,-0.0823,-0.0796,-0.0799,-0.0786,-0.0797,-0.0004,0.0008,-0.0002,0,-0.0008,0.0004,0
7069,0.9968,0.9938,-0.0488,-0.0494,-0.0341,-0.0342,-0.033,-0.0324,-0.0333,-0.0334,0.0009,-0.0003,-0.0001,0.0006,-0.0006,0.0008,-0.0713,-0.0727,-0.0742,-0.0705,-0.0697,-0.0706,-0.0006,0.0007,0.0004,0.0012,-0.0007,0.0008,0
7070,0.9275,0.9225,-0.0355,-0.0335,-0.0207,-0.0194,-0.0228,-0.024,-0.0212,-0.0226,0.0004,-0.0003,0.0003,0.001,0.0004,-0.0004,-0.0618,-0.0603,-0.0625,-0.0584,-0.0594,-0.0572,-0.0003,0.0002,-0.0005,0.0012,0.0003,0.0003,0
7071,0.8531,0.8465,-0.0166,-0.0185,-0.0126,-0.0089,-0.0134,-0.0097,-0.0075,-0.0084,0.0007,0.0012,-0.0005,-0.0001,-0.0004,0,-0.0501,-0.0424,-0.0441,-0.0407,-0.041,-0.0391,0,0.0003,0.0006,0.0003,0.0002,0.0003,0
7072,0.7695,0.7632,-0.0015,0.0019,-0.004,0.0015,0.0006,-0.0001,-0.0023,-0.0002,0.001,0.0004,-0.0008,-0.0003,-0.0012,0,-0.0284,-0.029,-0.0292,-0.0276,-0.0282,-0.0267,0.001,-0.0001,0.0003,-0.0004,0.0004,0.0013,0
7073,0.6756,0.6699,0.0171,0.0203,0.009,0.0083,0.0062,0.0103,0.0107,0.0087,-0.0003,0.0012,0.0001,0.0005,-0.0003,-0.0001,-0.0114,-0.0062,-0.0088,-0.0049,-0.0058,-0.0007,0,0.0001,-0.0003,0.002,0.0004,0.0003,0
7074,0.5666,0.5601,0.0392,0.0395,0.0131,0.0134,0.0113,0.0173,0.0134,0.0143,-0.0004,-0.0005,-0.0012,0.0005,-0.0019,-0.0011,0.0158,0.0197,0.0171,0.0238,0.0204,0.0237,0.0003,0,-0.0006,-0.0001,0,0.001,0
7075,0.4322,0.4228,0.0685,0.0716,0.0154,0.0175,0.0143,0.0177,0.0101,0.0178,-0.0014,-0.0014,-0.0015,-0.0005,-0.0032,-0.0017,0.0373,0.0391,0.0396,0.0406,0.0437,0.0432,-0.0004,0,0,-0.0004,0.0002,0.0007,0
7076,0.2294,0.2102,0.1124,0.1186,0.0135,0.0082,0.0094,0.013,0.0043,0.0144,-0.0008,-0.0009,-0.0011,-0.0005,-0.0025,-0.0012,0.051,0.0514,0.0519,0.0507,0.0526,0.0544,0.0003,-0.001,0.0005,-0.0001,-0.0003,0.0001,0
7077,0.0593,-0.0135,0.1242,0.1206,-0.0091,-0.0036,-0.0122,-0.0117,-0.0128,-0.0119,-0.0007,0.0003,-0.0012,-0.0003,-0.0005,0.0009,0.062,0.0626,0.0641,0.0625,0.0608,0.0623,0,0.0002,-0.0001,0.0001,-0.0006,0.0001,0
7078,-0.2365,-0.2439,0.1226,0.1215,-0.0239,-0.0196,-0.0228,-0.0279,-0.024,-0.0223,0.0008,0.0019,0.0011,0.0017,0.0017,0.0032,0.0663,0.0658,0.069,0.0644,0.0637,0.0657,0.0005,0.0002,0.001,0.0001,0.001,0.0006,0
7079,-0.3335,-0.3326,0.119,0.122,-0.0352,-0.0268,-0.0329,-0.0341,-0.033,-0.0264,0.001,0.002,0.0021,0.0013,0.001,0.0032,0.069,0.0673,0.0708,0.065,0.0644,0.067,-0.0005,-0.0003,0.0012,-0.0003,-0.0005,0.001,0
7080,-0.3302,-0.3305,0.1219,0.1213,-0.0331,-0.0286,-0.0336,-0.0304,-0.0311,-0.0273,0.0008,0.0029,-0.0007,0.0006,0.001,0.0016,0.0697,0.0656,0.0688,0.0667,0.0679,0.0692,0.0003,0.0005,0.0007,0.0003,0.0009,0.0007,0
7081,-0.3301,-0.3307,0.1227,0.122,-0.0369,-0.0284,-0.0314,-0.0336,-0.0334,-0.0283,0.0001,0.0013,0.0023,0.0013,0.0016,0.003,0.0692,0.0656,0.0678,0.0702,0.0699,0.0656,0.0009,0.0004,0.0007,-0.0004,0.0002,0.0003,0
7082,-0.33,-0.3301,0.1197,0.1213,-0.0319,-0.0283,-0.0328,-0.0303,-0.0319,-0.0287,0.0013,0.0023,0.0012,0.0028,0.001,0.0022,0.0692,0.0693,0.0701,0.0663,0.0689,0.0687,0.0006,0.0001,0.0006,-0.0013,0.0005,0.0006,0
7083,-0.3304,-0.3297,0.1189,0.1198,-0.037,-0.0281,-0.031,-0.0318,-0.0337,-0.0284,0.0017,0.0018,0.0013,0.0024,0.0012,0.0024,0.0684,0.0691,0.0695,0.0674,0.0687,0.0687,0.0003,0.0016,0.0012,-0.0004,0.0008,0.0005,0
7084,-0.3304,-0.33,0.122,0.1205,-0.0322,-0.0288,-0.0291,-0.0344,-0.0327,-0.0287,0.0008,0.0024,0.0009,0.0012,0.0012,0.0021,0.0696,0.0694,0.0693,0.0685,0.0653,0.0663,0,0.0002,0.0013,-0.0002,0.0011,0.001,0
7085,-0.3302,-0.3304,0.1185,0.1219,-0.0329,-0.0305,-0.0285,-0.0292,-0.0332,-0.0283,0.0007,0.0033,0.0017,0.0006,0.0009,0.0019,0.0663,0.0671,0.0697,0.0678,0.0682,0.067,0,0.0006,0.0007,-0.001,0.0003,0.0005,0
7086,-0.3297,-0.3303,0.1235,0.122,-0.0326,-0.0288,-0.0327,-0.0306,-0.0337,-0.0272,0.0007,0.0015,0.002,0.0023,0.0012,0.0019,0.0687,0.0683,0.0695,0.0682,0.0664,0.0681,0.0006,-0.0006,-0.0002,-0.0006,-0.0002,0.0009,0
7087,-0.399,-0.4038,0.1197,0.1206,-0.0439,-0.0409,-0.0416,-0.0464,-0.045,-0.0437,0.0002,0.0023,0.0011,0.0004,0.0002,0.0013,0.0705,0.0681,0.0723,0.0694,0.0706,0.0701,-0.0002,-0.001,0.0004,0.0003,-0.0002,0.0001,0
7088,-0.4666,-0.4698,0.119,0.12,-0.0561,-0.0489,-0.0524,-0.0569,-0.0563,-0.0522,0.0003,0.0007,-0.0009,0.0004,-0.0006,0.0017,0.0722,0.0701,0.0743,0.0734,0.0712,0.0722,-0.0011,-0.0004,0.0003,-0.0008,-0.001,0.0002,0
7089,-0.5257,-0.5283,0.1213,0.1205,-0.064,-0.0592,-0.0619,-0.0636,-0.0668,-0.0604,-0.0007,0.0005,-0.0008,0,-0.0003,0.0014,0.0762,0.074,0.0785,0.0758,0.0777,0.0753,-0.0003,-0.0018,-0.0002,-0.0006,-0.0003,-0.0002,0
7090,-0.5775,-0.5815,0.1197,0.1191,-0.0733,-0.0683,-0.0687,-0.0706,-0.0731,-0.0705,-0.001,0.0012,0.0001,-0.0004,-0.0013,0.0002,0.0799,0.0819,0.0764,0.0788,0.0745,0.0767,-0.0009,-0.0011,0.0008,-0.0007,0,0.0003,0
7091,-0.6252,-0.6294,0.1185,0.1205,-0.076,-0.0754,-0.0749,-0.0789,-0.0785,-0.0747,-0.0019,-0.0004,-0.0006,0.0001,-0.0004,-0.0002,0.0777,0.0765,0.0797,0.0805,0.0787,0.077,0.0001,0,0.0005,-0.0011,-0.0007,0.0002,0
7092,-0.6707,-0.6731,0.1204,0.1198,-0.0829,-0.0835,-0.0824,-0.0822,-0.085,-0.0821,-0.0005,0,0.0005,-0.0017,-0.0008,0.0007,0.0823,0.0818,0.0832,0.0797,0.0755,0.0812,-0.0014,0.0013,0.0007,0.0003,-0.0007,0.0005,0
7093,-0.7135,-0.7145,0.1205,0.1199,-0.0917,-0.0885,-0.0882,-0.0915,-0.0946,-0.0888,-0.0009,-0.0009,-0.0005,-0.0017,0,0.0012,0.0827,0.0807,0.0832,0.0822,0.0786,0.0799,0.0001,-0.0006,0.0005,-0.0001,-0.0008,-0.0004,0
7094,-0.7531,-0.755,0.1204,0.1214,-0.0939,-0.0964,-0.0952,-0.094,-0.0987,-0.0893,-0.0007,0,0.0015,-0.0006,-0.0017,0.0002,0.0842,0.0851,0.0842,0.087,0.0835,0.0828,-0.0002,-0.0006,0.0003,0,0.0003,0.0001,0
7095,-0.7896,-0.7932,0.1219,0.1193,-0.1056,-0.1036,-0.1013,-0.0982,-0.1047,-0.1014,0.0004,-0.0003,-0.0005,0.0002,-0.0005,0.0018,0.0856,0.0856,0.0869,0.0852,0.0858,0.0859,-0.0006,0.0002,0.0006,-0.0004,0,-0.0001,0
7096,-0.8253,-0.8287,0.1205,0.1178,-0.1067,-0.1052,-0.1051,-0.1076,-0.1079,-0.1043,-0.0018,-0.0005,-0.0006,0.0002,-0.0007,0.0001,0.0853,0.0885,0.0848,0.087,0.0865,0.0863,0.0002,-0.0007,0.0005,-0.0007,-0.0022,0.0004,0
7097,-0.8316,-0.8306,0.1213,0.1194,-0.1106,-0.1076,-0.1069,-0.1085,-0.1065,-0.1069,-0.0008,0.0001,-0.0003,-0.0021,-0.001,-0.0002,0.088,0.0865,0.0882,0.086,0.0907,0.0883,0.0003,-0.001,0.0002,0.0006,-0.0003,0.0003,0
7098,-0.8313,-0.8298,0.1206,0.1182,-0.1089,-0.1062,-0.101,-0.105,-0.1064,-0.0977,0.0004,-0.0002,0.0001,-0.0002,0.0001,0.001,0.0879,0.0811,0.0855,0.0827,0.087,0.082,-0.0009,-0.0005,0.0007,0,-0.0019,-0.0005,0
7099,-0.7553,-0.749,0.0956,0.0956,-0.0817,-0.0796,-0.0806,-0.0782,-0.081,-0.0743,-0.0016,0.0002,0.0003,0.0002,-0.0009,0.0007,0.0798,0.0769,0.078,0.0761,0.0772,0.0741,-0.0011,-0.0014,-0.0005,0.0002,0.0002,0,0
7100,-0.6577,-0.6521,0.0691,0.0678,-0.0609,-0.0573,-0.0531,-0.0517,-0.0571,-0.0557,0.0001,0.0006,0.0004,-0.0002,-0.0003,0.0003,0.0665,0.0573,0.0648,0.0621,0.0616,0.0601,-0.0012,-0.001,0.0007,0.0008,-0.0011,-0.0004,0
7101,-0.5455,-0.5387,0.0435,0.0392,-0.0372,-0.0352,-0.032,-0.0358,-0.0343,-0.0303,-0.0008,0,-0.0013,0.0002,-0.0004,-0.0003,0.0382,0.0325,0.0337,0.0303,0.0289,0.0272,-0.0001,-0.0002,0.0002,-0.0012,-0.0008,0.0001,0
7102,-0.4044,-0.3937,-0.0012,-0.0033,-0.0151,-0.0116,-0.0161,-0.0171,-0.0116,-0.0096,0.0006,0.0013,-0.0008,0.0002,-0.0007,0.0006,-0.0011,-0.0036,-0.0073,-0.0094,-0.0144,-0.0176,-0.0005,-0.0012,-0.001,-0.0003,-0.0008,-0.0004,0
7103,-0.1703,-0.1427,-0.0715,-0.0787,-0.0007,0.0025,0.0008,0.002,-0.0057,-0.0025,0.0009,0.0006,-0.001,0.0017,0.001,0.002,-0.0666,-0.0686,-0.0701,-0.0693,-0.0699,-0.0707,-0.001,-0.0013,-0.0004,0.0004,-0.0005,-0.0006,0
7104,0.3317,0.3365,-0.1604,-0.16,-0.0226,-0.017,-0.0253,-0.0206,-0.0229,-0.0188,0.0012,0.0002,0.0004,0.0026,0.001,0.0008,-0.0721,-0.071,-0.074,-0.0727,-0.0715,-0.0682,0.0002,-0.001,-0.0011,-0.0008,-0.0004,0.0002,0
7105,0.3492,0.3539,-0.1582,-0.1585,-0.027,-0.0236,-0.0244,-0.0245,-0.0281,-0.0273,0.0011,0.0015,-0.0003,0.0001,-0.0015,0.0002,-0.0719,-0.073,-0.0729,-0.0699,-0.0735,-0.0767,0.0001,-0.0004,-0.0005,0.0007,0.0002,-0.0007,0
7106,0.4257,0.43,-0.1584,-0.1572,-0.0366,-0.0323,-0.0395,-0.0371,-0.0357,-0.0357,-0.0007,-0.0018,-0.0008,-0.0011,-0.0017,-0.0007,-0.0723,-0.0732,-0.0749,-0.0751,-0.0745,-0.0724,0.0007,-0.0002,0.0002,0.0008,0.0014,0.0001,0
7107,0.4886,0.4933,-0.1585,-0.1571,-0.0413,-0.0402,-0.0439,-0.0429,-0.0393,-0.0403,-0.001,-0.0011,-0.0024,-0.0009,-0.0015,-0.0023,-0.0778,-0.0757,-0.0762,-0.0724,-0.0761,-0.0731,0.0018,-0.0004,0,0,0.0001,0.0008,0
7108,0.5448,0.5486,-0.1679,-0.1609,-0.0491,-0.0476,-0.05,-0.0486,-0.0508,-0.0465,-0.0017,-0.0013,-0.0012,-0.0007,-0.0016,-0.0019,-0.0798,-0.0766,-0.0778,-0.0775,-0.0755,-0.0774,-0.0002,-0.0006,0,0.0019,-0.0005,0.0003,0
7109,0.5965,0.5986,-0.1585,-0.1648,-0.0523,-0.0529,-0.0557,-0.0545,-0.0518,-0.0522,-0.0005,-0.0008,-0.001,-0.0008,-0.0021,-0.002,-0.0751,-0.0778,-0.0779,-0.0752,-0.076,-0.0781,0.0007,-0.001,0.0005,0.0006,-0.0002,-0.0006,0
7110,0.6437,0.6456,-0.1616,-0.1587,-0.0582,-0.0544,-0.056,-0.0579,-0.0609,-0.061,-0.0016,-0.0009,-0.0016,-0.0015,-0.0022,-0.0009,-0.0787,-0.0755,-0.0804,-0.0788,-0.0797,-0.0762,-0.0004,0.0002,-0.001,0,-0.0004,0.0005,0
7111,0.6869,0.6901,-0.1621,-0.1602,-0.0611,-0.0624,-0.0628,-0.0606,-0.065,-0.0631,-0.0014,-0.0009,-0.001,-0.0012,-0.0006,-0.0014,-0.0795,-0.0776,-0.081,-0.0779,-0.0799,-0.0775,-0.0013,-0.0005,-0.0005,-0.0006,-0.0003,-0.0002,0
7112,0.727,0.7309,-0.1629,-0.1601,-0.0683,-0.0679,-0.069,-0.0667,-0.067,-0.067,-0.0009,0.0009,-0.0013,-0.0004,-0.0016,-0.0002,-0.08,-0.0811,-0.0807,-0.081,-0.0791,-0.0805,0.0003,-0.0004,-0.0007,-0.0018,-0.0008,-0.0002,0
7113,0.7664,0.7688,-0.1587,-0.158,-0.0701,-0.0719,-0.0755,-0.0739,-0.0736,-0.069,-0.0011,-0.0006,-0.0016,-0.0001,-0.0004,-0.0018,-0.0763,-0.0793,-0.0833,-0.0814,-0.0803,-0.0803,0.0004,-0.0008,-0.0015,0.0003,-0.0007,-0.0002,0
7114,0.8044,0.8052,-0.1606,-0.1581,-0.075,-0.076,-0.0749,-0.0745,-0.0743,-0.0771,-0.0007,-0.0001,-0.0005,-0.0007,-0.0008,0,-0.0825,-0.0823,-0.0847,-0.0809,-0.0817,-0.0807,-0.0002,-0.0007,-0.0008,0.0007,0,0.0003,0
7115,0.8342,0.8333,-0.1604,-0.1625,-0.0785,-0.0755,-0.0799,-0.0764,-0.0805,-0.0831,-0.0008,-0.001,0.0001,-0.0004,-0.0012,0.0006,-0.081,-0.0822,-0.0816,-0.0817,-0.0865,-0.0795,-0.0005,-0.0006,-0.0011,-0.0006,-0.0003,0.0004,0
7116,0.8307,0.8315,-0.1598,-0.1557,-0.0788,-0.0799,-0.0814,-0.0779,-0.0764,-0.0813,-0.0008,-0.0012,-0.0005,-0.0008,-0.0014,-0.0014,-0.0797,-0.0836,-0.0812,-0.0813,-0.0793,-0.0811,-0.0015,-0.0004,0.0005,0.0008,-0.0011,-0.0007,0
7117,0.8113,0.8074,-0.1549,-0.1499,-0.07,-0.0687,-0.0678,-0.062,-0.0619,-0.0648,-0.0001,0.0005,-0.001,-0.0005,-0.0006,-0.0003,-0.0792,-0.0807,-0.0815,-0.0792,-0.0792,-0.08,-0.0002,-0.0003,-0.0006,0,-0.0006,0.0006,0
7118,0.7194,0.7135,-0.1258,-0.1246,-0.0468,-0.0445,-0.0458,-0.0449,-0.0431,-0.0379,-0.0013,-0.0006,-0.0009,-0.0004,-0.0013,-0.0011,-0.0767,-0.0766,-0.0763,-0.0748,-0.0752,-0.0731,0.0014,-0.0004,0,0.0001,-0.0003,0.0013,0
7119,0.6191,0.6109,-0.0979,-0.0954,-0.0278,-0.0276,-0.0267,-0.0238,-0.0219,-0.0216,-0.0012,0.0006,-0.002,-0.0005,0.0003,-0.0004,-0.0693,-0.0679,-0.068,-0.0676,-0.0667,-0.0645,0.0006,0.0005,0.0002,0,0.0001,0.0004,0
7120,0.4985,0.4892,-0.0642,-0.0655,-0.0092,-0.008,-0.0096,-0.005,-0.007,-0.0024,0.0006,0.0005,-0.0005,0.001,0.0003,0.0013,-0.0493,-0.0484,-0.0479,-0.0445,-0.045,-0.0415,0.0002,-0.0002,0.0001,0,-0.0003,0.0001,0
7121,0.3372,0.3245,-0.0172,-0.0184,0.0047,0.0055,0.0052,0.0049,0.0064,0.0047,0.0003,0.0001,-0.0001,-0.0005,0.0006,0.0011,-0.0031,0.0005,0.0042,0.0098,0.0168,0.0275,0.0022,0.0007,0.0003,-0.0004,-0.0011,-0.0002,0
7122,-0.1606,-0.1858,0.1242,0.1279,-0.0214,-0.0187,-0.0252,-0.0268,-0.0275,-0.0272,-0.0002,0.0017,-0.0006,-0.0001,-0.0003,0.001,0.071,0.0732,0.0738,0.0696,0.0687,0.0723,0.0004,0.0007,0.001,0,0.0012,0.0009,0
7123,-0.3318,-0.3308,0.1622,0.1623,-0.0458,-0.0395,-0.0426,-0.0444,-0.0457,-0.0396,-0.0001,0.001,-0.0004,0.0007,0.0001,0.0015,0.0739,0.071,0.0749,0.0741,0.072,0.0759,0.0014,0,0.0014,0.0004,-0.0001,0.0004,0
7124,-0.4275,-0.4356,0.1658,0.1616,-0.0619,-0.0584,-0.0632,-0.0692,-0.0661,-0.06,0.0001,0.0006,0.0008,0.0003,-0.0016,0.0005,0.078,0.0733,0.078,0.0769,0.0732,0.077,0.0006,0.0005,0.0008,0.0002,-0.0005,0.001,0
7125,-0.5467,-0.554,0.1592,0.1587,-0.0805,-0.0806,-0.0811,-0.0842,-0.0849,-0.0844,-0.0019,0.0004,0.0008,-0.0012,0,0.0014,0.0809,0.0803,0.0805,0.0794,0.0791,0.079,-0.0009,0.0001,0.0008,0.0011,0.0001,0.0003,0
7126,-0.6437,-0.6506,0.1628,0.1566,-0.0974,-0.0974,-0.0975,-0.0989,-0.1013,-0.0972,-0.0023,-0.001,0,-0.0002,-0.0009,-0.0006,0.0823,0.0832,0.0844,0.0841,0.0814,0.0816,0.0005,0,0.0007,-0.0006,-0.0003,0.0007,0
7127,-0.7289,-0.7335,0.1596,0.1586,-0.1115,-0.1127,-0.1122,-0.116,-0.1151,-0.1102,-0.0008,-0.0002,-0.0007,-0.0011,-0.001,0.0012,0.0855,0.0844,0.0872,0.0833,0.0904,0.0836,0.0007,0.0001,0.0004,0.0003,-0.0005,0.0007,0
7128,-0.8054,-0.8086,0.1585,0.1604,-0.1294,-0.1264,-0.1237,-0.1327,-0.131,-0.124,-0.0008,-0.0009,-0.0006,-0.001,0.0003,0.0016,0.0891,0.0875,0.0889,0.0891,0.0865,0.0842,-0.0002,0.0006,0.0014,-0.0021,-0.0008,0.001,0
7129,-0.8743,-0.8782,0.1643,0.1594,-0.141,-0.1402,-0.1364,-0.1411,-0.1417,-0.1391,0.0002,0.0003,0.0008,-0.0012,-0.0012,-0.0005,0.0904,0.0902,0.0912,0.0907,0.0894,0.0885,0.0006,-0.001,0.0007,0.0009,-0.0007,0.0014,0
7130,-0.9373,-0.9426,0.1579,0.1608,-0.1554,-0.1555,-0.1481,-0.1511,-0.1568,-0.1568,0,-0.0005,0.0001,-0.001,-0.0012,0.0017,0.0965,0.0923,0.0927,0.0933,0.0944,0.093,0.0011,-0.0001,0.0012,0.0004,-0.0011,-0.0003,0
7131,-0.9971,-1.0017,0.1587,0.1582,-0.1581,-0.1629,-0.1607,-0.1657,-0.1671,-0.1647,-0.0003,-0.0005,0.0005,0.0006,-0.0011,-0.0008,0.0942,0.0927,0.0954,0.0955,0.0932,0.0911,0,0.0005,-0.0004,-0.0002,-0.0002,0.0011,0
7132,-1.055,-1.0572,0.1607,0.1557,-0.175,-0.1745,-0.17,-0.1757,-0.1766,-0.1739,-0.0006,-0.0003,-0.0029,-0.0018,-0.0003,0.0014,0.0973,0.0938,0.0984,0.0954,0.0962,0.0983,0.0006,-0.0001,0.0003,0.0004,-0.0002,-0.0005,0
7133,-1.1092,-1.1111,0.1625,0.1569,-0.1853,-0.1879,-0.1827,-0.1871,-0.1925,-0.1877,-0.0005,-0.0006,0.0008,0.001,0.0005,0.0008,0.1015,0.0947,0.0993,0.1007,0.0965,0.0971,0.0004,0.0002,0.0015,-0.0005,-0.0001,-0.0013,0
7134,-1.1598,-1.1633,0.1586,0.1578,-0.1944,-0.2026,-0.1916,-0.1997,-0.2005,-0.1998,0,0.0003,0.0017,-0.0014,-0.0019,-0.0002,0.1021,0.1016,0.103,0.1024,0.0995,0.1007,0.0009,-0.0006,0.0005,0.0003,-0.0005,-0.0006,0
7135,-1.2076,-1.2124,0.1594,0.1558,-0.2104,-0.212,-0.2043,-0.2078,-0.2133,-0.2148,-0.0003,-0.0006,0.0001,-0.0016,-0.0012,0.0006,0.1074,0.1011,0.1043,0.1065,0.1026,0.1024,0.0006,0.0003,0.0009,0.0002,-0.0006,-0.0006,0
7136,-1.2553,-1.2586,0.1585,0.1557,-0.2163,-0.225,-0.2172,-0.2206,-0.2198,-0.223,-0.0002,-0.0013,0.001,0,-0.0008,-0.0001,0.1042,0.1017,0.1084,0.1035,0.1038,0.104,0.0007,-0.0001,0.0012,-0.0002,-0.0001,-0.0002,0
7137,-1.3018,-1.3031,0.1637,0.1579,-0.2248,-0.2325,-0.2327,-0.2323,-0.2313,-0.2328,0.0015,-0.0008,0.0008,-0.0003,-0.0004,0.0001,0.1101,0.1077,0.1073,0.1069,0.1027,0.1062,0.0005,-0.0014,0.0012,0.0005,-0.0002,-0.0003,0
7138,-1.3379,-1.3369,0.16,0.1568,-0.2331,-0.2369,-0.2354,-0.2374,-0.2411,-0.2378,0.0002,-0.0006,0.0006,-0.0001,0.0009,0.0006,0.109,0.1092,0.1108,0.1115,0.1131,0.1074,-0.0003,-0.0004,0.0006,-0.0001,-0.0011,-0.0009,0
7139,-1.3332,-1.3335,0.159,0.158,-0.2405,-0.2428,-0.2324,-0.2353,-0.2387,-0.2374,-0.0004,0.0007,-0.0001,-0.0016,-0.0006,0.001,0.1113,0.1097,0.1119,0.1112,0.1144,0.1096,0.0011,-0.0012,0.0009,0,0.0003,-0.0011,0
7140,-1.3302,-1.3317,0.1601,0.158,-0.2361,-0.2392,-0.2356,-0.2322,-0.2359,-0.2416,0,-0.0009,0.0004,0,-0.0005,0.0002,0.1105,0.109,0.1095,0.111,0.1111,0.1081,0.0011,-0.0002,0.0013,0.0007,0.0007,-0.001,0
7141,-1.3248,-1.3225,0.1577,0.1495,-0.2224,-0.2289,-0.2262,-0.2288,-0.2223,-0.2233,0.0005,-0.001,0.0013,0.0006,0.0005,0.0001,0.1095,0.1077,0.1086,0.1102,0.1083,0.1054,0.0005,-0.0014,0.0012,-0.0008,0,0.0003,0
7142,-1.2721,-1.2672,0.141,0.1383,-0.2016,-0.2053,-0.199,-0.1998,-0.1997,-0.1974,0.0004,0.0007,0.0004,0.0005,0.0001,0.0013,0.1077,0.1065,0.1076,0.1047,0.1076,0.1074,0.0008,-0.0017,0.0004,0.001,-0.0019,0.0001,0
7143,-1.2161,-1.2113,0.1279,0.1227,-0.1803,-0.1767,-0.1729,-0.1813,-0.176,-0.1738,0.001,-0.0002,0.0008,-0.0001,0.0007,0.0014,0.1005,0.101,0.1023,0.1042,0.1024,0.1041,0.0001,-0.0013,0.0015,0,-0.0004,-0.0006,0
7144,-1.1584,-1.1551,0.1119,0.1089,-0.1557,-0.1592,-0.155,-0.1476,-0.1568,-0.1501,-0.0002,0.0004,0.0016,-0.0005,-0.0008,0.001,0.1013,0.0962,0.1015,0.0998,0.0965,0.0975,0.0014,-0.001,-0.0002,0.0004,-0.0015,-0.0002,0
7145,-1.0977,-1.0956,0.0949,0.0912,-0.1338,-0.1348,-0.1286,-0.1284,-0.1321,-0.1317,0.0001,0.0006,0.0014,-0.0003,-0.0007,0.0005,0.0967,0.0949,0.0939,0.0917,0.094,0.0934,-0.0006,-0.0007,0.0009,0.0002,-0.0007,-0.0002,0
7146,-1.0349,-1.0315,0.0772,0.0738,-0.1075,-0.1101,-0.1129,-0.1117,-0.111,-0.107,0,-0.0005,0.0012,0.0012,-0.0008,0.0006,0.0898,0.0865,0.0912,0.09,0.0845,0.0857,0.0005,-0.0007,-0.0002,-0.0008,0.0006,-0.0006,0
7147,-0.9684,-0.963,0.0583,0.0553,-0.0953,-0.0921,-0.0905,-0.0901,-0.0906,-0.0904,0,0.0006,0.0008,0.0005,0.0002,0.0007,0.0794,0.079,0.0808,0.0784,0.077,0.0783,0.0002,-0.0012,0,0,-0.0004,-0.0001,0
7148,-0.8968,-0.8907,0.0456,0.0363,-0.0776,-0.0709,-0.0695,-0.0748,-0.0732,-0.0687,0.0005,-0.0005,0.0001,-0.0001,0.0006,0.0015,0.0658,0.0617,0.0623,0.06,0.0626,0.059,-0.0002,0.0002,0.0012,-0.0001,-0.0004,-0.0006,0
7149,-0.8183,-0.8128,0.0135,0.0144,-0.0513,-0.0532,-0.0565,-0.0549,-0.054,-0.0486,0.0005,0.0013,0.0016,0.0001,-0.0009,-0.0013,0.0446,0.0424,0.0445,0.0461,0.0402,0.0374,0.0003,0.0001,-0.0005,0.0001,-0.0021,-0.0006,0
7150,-0.7298,-0.7251,-0.0071,-0.0098,-0.0408,-0.0369,-0.0348,-0.033,-0.039,-0.0337,0,0.0005,0.0006,-0.0002,0,0.0019,0.0234,0.02,0.0185,0.018,0.0168,0.0147,0,0.0003,0.0001,0.0001,-0.0005,-0.0014,0
7151,-0.631,-0.6253,-0.0386,-0.0347,-0.0227,-0.0219,-0.0254,-0.02,-0.0237,-0.0214,-0.0005,-0.0004,-0.001,0.0007,-0.0008,-0.0003,-0.01,-0.0118,-0.0133,-0.0146,-0.016,-0.0193,0.0002,-0.001,-0.0011,0.0003,-0.0002,-0.0007,0
7152,-0.5136,-0.5053,-0.0707,-0.0713,-0.0108,-0.0094,-0.0108,-0.0087,-0.0084,-0.0102,-0.0008,0,-0.0027,-0.0002,-0.0014,-0.0001,-0.0395,-0.0358,-0.0371,-0.0381,-0.0394,-0.0395,0.0006,-0.0003,-0.0015,0.0003,-0.0005,-0.0009,0
7153,-0.3602,-0.3478,-0.1132,-0.1145,-0.0011,0.0038,0.002,0.0037,0.0009,0.0051,-0.0006,-0.0006,-0.0021,-0.0007,-0.0011,-0.0005,-0.0506,-0.0526,-0.0524,-0.055,-0.0526,-0.0568,0.0002,0.0005,0.0003,0.0017,0.0013,0.0002,0
7154,-0.1696,-0.1697,-0.1616,-0.1594,0.0093,0.0127,0.0055,0.0095,0,-0.0055,-0.0008,0.0007,-0.0002,0.0013,-0.0004,0.0021,-0.0676,-0.0696,-0.0707,-0.0711,-0.0709,-0.0703,-0.0003,-0.0017,-0.0016,-0.0007,-0.0006,-0.0008,0
7155,0.3551,0.3708,-0.1522,-0.1577,-0.0312,-0.029,-0.0324,-0.0311,-0.036,-0.0351,-0.0015,-0.0021,-0.0003,-0.0002,-0.001,0,-0.0698,-0.0734,-0.0757,-0.0753,-0.0769,-0.0731,0.0008,-0.0004,-0.0005,0.0002,0.0008,0.0008,0
7156,0.5487,0.5578,-0.1582,-0.1595,-0.0497,-0.0499,-0.056,-0.0504,-0.053,-0.0501,-0.0014,-0.0001,-0.0022,-0.0017,-0.0026,-0.0011,-0.074,-0.077,-0.0794,-0.0771,-0.0781,-0.0766,0.0001,-0.0008,0.0005,-0.0002,-0.0008,0,0
